,gene_name,log_fc,pvals_adj,pts
0,XAF1,2.5021374,1.0020252871811128e-38,0.9486166007905138
1,MX1,2.4294152,1.9811524127584066e-35,0.9130434782608695
2,TENM2,3.554096,2.6133248953076466e-32,0.7984189723320159
3,IFI44L,2.397862,4.425659864161877e-32,0.9051383399209486
4,TFAP2C,0.7277315,3.169360060636575e-30,1.0
5,DDX3Y,21.91456,7.952362043650649e-28,0.6758893280632411
6,RPS4Y1,22.333158,1.3952514142284504e-26,0.6600790513833992
7,DKK1,22.007679,5.123259712063421e-26,0.6521739130434783
8,TTTY15,21.47131,5.123259712063421e-26,0.6521739130434783
9,SEMA5A,1.686812,8.813053978303672e-26,0.9090909090909091
10,VIM,6.887154,2.9465559469950056e-25,0.6482213438735178
11,PLOD2,2.401238,6.311834635209087e-25,0.8142292490118577
12,PDGFC,1.4643226,3.909566108114138e-24,0.9209486166007905
13,OAS2,1.9178752,4.034872527992115e-24,0.8537549407114624
14,MOB3B,2.5917957,7.007569410990835e-24,0.7549407114624506
15,PKIG,2.5373602,2.518342872515896e-23,0.7430830039525692
16,GOLT1B,0.86283934,3.76555612223498e-23,0.9644268774703557
17,CSE1L,0.57637054,4.6987263673685793e-23,0.9960474308300395
18,SAMHD1,2.0676262,6.71100221968352e-23,0.8300395256916996
19,PLEC,1.333382,7.098518929883502e-23,0.9802371541501976
20,ZDHHC4,21.314919,7.307879354584338e-23,0.6086956521739131
21,CD74,3.7449405,2.0785672321522157e-22,0.6521739130434783
22,PSMD6,0.6420235,2.150447870507114e-22,0.9841897233201581
23,BICC1,9.303068,8.365330802167444e-22,0.5968379446640316
24,HERC2P9,2.372115,3.0907144470476125e-21,0.758893280632411
25,C5ORF42,1.8854067,5.7860494569032726e-21,0.8853754940711462
26,IFIT1,1.2558746,6.935230582506894e-21,0.932806324110672
27,COL4A2,20.370583,1.2667748675174738e-20,0.5770750988142292
28,CTSB,0.8625814,2.16249782934781e-20,1.0
29,CCND2,3.3544948,2.6195592148613794e-20,0.6482213438735178
30,PTS,0.8389033,6.913647413970661e-20,0.9446640316205533
31,SF3B4,0.96255475,1.733896865721203e-19,0.9407114624505929
32,EPSTI1,3.951595,2.1635555133138963e-19,0.6126482213438735
33,THAP5,0.97134787,2.351997424175893e-19,0.9920948616600791
34,ADM,1.5181727,4.763345696880044e-19,0.83399209486166
35,TP53,1.2981431,5.808444784135628e-19,0.8142292490118577
36,MARCH7,1.0389582,8.742876497577182e-19,0.9881422924901185
37,CKS1B,0.87850416,1.458185462433943e-18,0.9881422924901185
38,KLK5,4.3704834,1.7596256426327764e-18,0.5691699604743083
39,PDGFA,0.73461884,3.916976446258326e-18,0.9960474308300395
40,CPVL,4.796188,5.882330688115183e-18,0.5612648221343873
41,CD40,4.295842,9.83572904483933e-18,0.5691699604743083
42,FAM210A,0.81624186,1.1005679313204797e-17,0.9683794466403162
43,ELK3,1.2179925,1.707754275147106e-17,0.924901185770751
44,YAE1D1,1.1806583,1.7735449571365558e-17,0.9130434782608695
45,PHF11,1.9024738,1.9754739713443087e-17,0.7114624505928854
46,CAMSAP2,0.9537094,2.9554797874741655e-17,0.9723320158102767
47,FAM76A,0.74196917,4.31581588503165e-17,0.9841897233201581
48,CMC1,0.80730486,5.440364700612288e-17,0.9407114624505929
49,MFSD1,1.3438709,5.61982327430265e-17,0.8932806324110671
50,MMP1,2.948514,6.299759243610016e-17,0.6205533596837944
51,GLO1,0.4952414,7.098231169790095e-17,0.9881422924901185
52,C7ORF50,1.2935826,9.810557480783001e-17,0.8972332015810277
53,NUDT19,0.73142284,1.0656321735643931e-16,0.9723320158102767
54,MX2,2.7182524,1.416443840283593e-16,0.6086956521739131
55,RABGGTB,0.82441795,1.4972255870232443e-16,0.9723320158102767
56,DSP,0.81255615,1.5524815595614095e-16,0.9881422924901185
57,MOB3A,1.0730759,1.6097985699134143e-16,0.9051383399209486
58,SERPINE1,1.0572165,1.6125554572530482e-16,0.9367588932806324
59,ETNK1,0.7513486,3.5398281563511795e-16,0.9723320158102767
60,CNN3,0.9139675,7.302579953199574e-16,0.9644268774703557
61,LCP1,5.428696,8.666819380289704e-16,0.5177865612648221
62,SFRP1,20.228521,9.152705945252863e-16,0.5019762845849802
63,RBMS3,3.7665,9.885398209408144e-16,0.541501976284585
64,BARD1,0.8887504,1.0245452466533413e-15,0.9565217391304348
65,AGTRAP,0.6817313,1.0344112910653022e-15,0.9802371541501976
66,TMEM106C,0.6902509,1.138224356650995e-15,0.9644268774703557
67,KMT2E,0.6283734,1.3674688795001469e-15,0.9762845849802372
68,SRSF11,0.6597341,1.4331337702845307e-15,0.9960474308300395
69,CCDC14,0.9934599,2.944174538650365e-15,0.9841897233201581
70,AHNAK,0.43465385,3.0018260159806204e-15,1.0
71,ANAPC5,0.5349294,3.2425084098336144e-15,0.9960474308300395
72,CDV3,0.5371598,5.431390704590899e-15,0.9960474308300395
73,FGD5-AS1,0.69358844,5.431390704590899e-15,0.9565217391304348
74,RAB7A,0.4664919,5.921790173231235e-15,0.9841897233201581
75,CSTB,0.72785217,6.432374907666665e-15,0.9841897233201581
76,CERS5,1.5123725,6.953120013611609e-15,0.83399209486166
77,GPR22,1.1006714,7.2818332451411e-15,0.8853754940711462
78,NT5E,1.1378665,7.75750021126284e-15,0.8656126482213439
79,NGFRAP1,0.649244,8.822093567669676e-15,0.9920948616600791
80,PER2,1.002555,1.0214092516859202e-14,0.8932806324110671
81,KATNBL1,1.0011685,1.0278201449559887e-14,0.9051383399209486
82,MCOLN3,5.929564,1.1148245970649965e-14,0.49407114624505927
83,TUBA1A,1.1317041,1.1148245970649965e-14,0.8774703557312253
84,RMDN3,2.0649748,1.6794080192246618e-14,0.6600790513833992
85,DDX27,0.5817631,2.011000672449033e-14,0.9920948616600791
86,RBL1,1.5188406,2.2734300159793978e-14,0.8537549407114624
87,CCM2,2.3540587,2.302419453802908e-14,0.6837944664031621
88,TRAPPC2,1.0931652,2.759798140726594e-14,0.9209486166007905
89,PTBP1,0.8200441,6.684220591431426e-14,0.9525691699604744
90,KIAA0020,0.5725215,7.231178705666255e-14,0.9920948616600791
91,SLC35F2,0.5981745,8.402182781292236e-14,0.9802371541501976
92,COMMD7,1.4714557,9.752963456996377e-14,0.7984189723320159
93,LIMCH1,2.0542018,9.953086615962065e-14,0.616600790513834
94,PRNP,0.44543412,1.2000398659012356e-13,0.9960474308300395
95,TPP2,0.82858473,1.373546083340189e-13,0.9644268774703557
96,TAF13,0.48847383,1.406511649693633e-13,0.9762845849802372
97,SIRPA,1.9855783,1.8560639852347245e-13,0.6798418972332015
98,LAMTOR1,0.33081403,2.6549283192899076e-13,0.9802371541501976
99,SGK1,0.947061,2.7747832896051547e-13,0.9130434782608695
100,ELOF1,0.86786324,3.0012072179334984e-13,0.9130434782608695
101,CCDC12,1.0636835,3.290580465294791e-13,0.8972332015810277
102,FAM208B,0.5782982,5.031798903912372e-13,0.9802371541501976
103,TRIM21,1.4180435,5.7615099263863e-13,0.7905138339920948
