,gene_name,log_fc,pvals_adj,pts
6484,TTC32,-0.55651754,0.07779464362570251,0.4533333333333333
6485,SSSCA1,-0.09385822,0.07533687767042406,0.9866666666666667
6486,IFNLR1,-3.5514407,0.07533687767042406,0.05333333333333334
6487,KLHDC3,-0.6101358,0.07514066775734178,0.4
6488,LAMA3,-0.31391686,0.07442716752100521,0.9066666666666666
6489,WRAP53,-0.6747551,0.07367735458661533,0.37333333333333335
6490,ANKRD18B,-0.45221916,0.07320902328618137,0.76
6491,TXNRD3,-1.5104142,0.07165475116954872,0.14666666666666667
6492,APMAP,-0.16757038,0.07078338355249582,0.9733333333333334
6493,RNPEP,-0.4288983,0.07059743779597764,0.8533333333333334
6494,FTSJ1,-0.14316551,0.07005373307543751,0.9866666666666667
6495,FAM57A,-0.5924918,0.07005373307543751,0.72
6496,CENPF,-0.34578162,0.07005373307543751,0.88
6497,PKIG,-0.4339273,0.0700423513825818,0.68
6498,LGALS9B,-7.9271793,0.06884646258221254,0.013333333333333334
6499,CSRP2BP,-0.62257844,0.06862529406749932,0.4
6500,GPI,-0.4617457,0.06862529406749932,1.0
6501,COG7,-1.4116817,0.06843342220942553,0.5066666666666667
6502,WDR90,-1.3045716,0.06834318330256342,0.21333333333333335
6503,SEPT8,-0.5788969,0.0680335623079841,0.48
6504,FAM83A-AS1,-1.3040106,0.06768577186273543,0.2
6505,TRIM59,-0.096328996,0.06746785334299969,0.9866666666666667
6506,ZBTB14,-1.9140254,0.0670729230531793,0.4666666666666667
6507,NDC1,-0.26810047,0.06613441495422462,0.8666666666666667
6508,VPS16,-0.60779864,0.06613441495422462,0.49333333333333335
6509,PML,-0.268421,0.0659979209325136,1.0
6510,MLKL,-1.5912368,0.06578471999560229,0.2
6511,HMMR,-0.6078578,0.0654468725618443,0.5066666666666667
6512,CCNB1,-0.3376276,0.06511052684226107,0.8133333333333334
6513,GLTSCR1L,-0.59852064,0.0645658937460042,0.3466666666666667
6514,ARL5B,-0.77663386,0.06394007240100164,0.5866666666666667
6515,TNFRSF12A,-0.102988675,0.06312369178707926,1.0
6516,SASH1,-17.74388,0.06312369178707926,0.0
6517,PRKG1-AS1,-18.66029,0.06312369178707926,0.0
6518,S100A8,-3.0706007,0.0628249051916413,0.05333333333333334
6519,FRMD5,-0.7421564,0.06274119114511753,0.5066666666666667
6520,CRLS1,-0.39112175,0.06257408093783627,0.8533333333333334
6521,HDAC1,-0.89295596,0.06188241129977931,0.8933333333333333
6522,MTG2,-0.4440939,0.06124296410599973,0.6533333333333333
6523,SLC37A2,-1.3676373,0.06116112305053006,0.16
6524,MIR103A2,-2.1207807,0.061079386162123495,0.21333333333333335
6525,SIAH2,-0.71187127,0.060880050953696196,0.4
6526,SFXN4,-0.38978088,0.06051905729641199,0.7733333333333333
6527,GALNT12,-2.333879,0.05989183752908295,0.10666666666666667
6528,TSSC1,-0.74370646,0.059500477641750434,0.72
6529,FAH,-0.34113646,0.05930563380113559,0.7333333333333333
6530,YAE1D1,-0.29024258,0.059111345677028145,0.8533333333333334
6531,ING4,-1.302245,0.05880338371680238,0.10666666666666667
6532,RAB38,-1.2377372,0.05861052651702996,0.6133333333333333
6533,MANBAL,-0.44392803,0.05853180299191916,0.6933333333333334
6534,SLC1A5,-0.30794647,0.05853180299191916,0.92
6535,MAN1A2,-0.35497716,0.05776678307364235,0.92
6536,MPST,-1.1091063,0.05742201912612503,0.2
6537,MT1X,-0.18004766,0.05723312628733813,0.9733333333333334
6538,DCLRE1C,-0.27377656,0.05638107042342539,0.84
6539,P2RY6,-4.8423347,0.05638107042342539,0.013333333333333334
6540,TRAPPC2L,-0.111529365,0.05633887561913779,0.9866666666666667
6541,IL1RN,-1.7350968,0.05585856554492509,0.28
6542,STRIP1,-0.5490904,0.05585856554492509,0.5066666666666667
6543,PAXIP1-AS1,-1.4072827,0.05544875141086611,0.10666666666666667
6544,PROSER1,-1.2997009,0.05537381107304269,0.5733333333333334
6545,SIRT5,-0.6615944,0.054826403334573656,0.4666666666666667
